# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 306700    7.11e-03  7.15e-03    1.43e-04  1.74e-04    6.54e-03  6.57e-03    8.9e-07
 306800    7.11e-03  7.07e-03    1.45e-04  1.19e-04    6.54e-03  6.51e-03    8.9e-07
 306900    7.11e-03  6.90e-03    1.44e-04  6.77e-04    6.54e-03  6.11e-03    8.9e-07
 307000    7.12e-03  7.34e-03    1.46e-04  1.53e-04    6.55e-03  6.75e-03    8.9e-07
 307100    7.12e-03  6.35e-03    1.42e-04  1.07e-04    6.55e-03  5.84e-03    8.9e-07
 307200    7.11e-03  6.69e-03    1.47e-04  1.16e-04    6.54e-03  6.16e-03    8.9e-07
 307300    7.12e-03  6.46e-03    1.43e-04  1.26e-04    6.55e-03  5.95e-03    8.9e-07
 307400    7.12e-03  7.73e-03    1.41e-04  1.40e-04    6.55e-03  7.11e-03    8.9e-07
 307500    7.11e-03  6.84e-03    1.46e-04  2.14e-04    6.54e-03  6.28e-03    8.9e-07
 307600    7.12e-03  7.40e-03    1.46e-04  1.63e-04    6.55e-03  6.80e-03    8.9e-07
 307700    7.13e-03  7.28e-03    1.38e-04  1.94e-04    6.56e-03  6.69e-03    8.9e-07
 307800    7.11e-03  7.11e-03    1.42e-04  8.84e-05    6.54e-03  6.55e-03    8.9e-07
 307900    7.13e-03  6.47e-03    1.45e-04  1.90e-04    6.56e-03  5.94e-03    8.9e-07
 308000    7.11e-03  7.32e-03    1.51e-04  1.07e-04    6.54e-03  6.74e-03    8.9e-07
 308100    7.11e-03  7.04e-03    1.41e-04  1.49e-04    6.54e-03  6.47e-03    8.9e-07
 308200    7.12e-03  7.19e-03    1.41e-04  1.18e-04    6.55e-03  6.62e-03    8.9e-07
 308300    7.12e-03  6.74e-03    1.42e-04  1.47e-04    6.55e-03  6.20e-03    8.9e-07
 308400    7.11e-03  7.76e-03    1.39e-04  1.48e-04    6.54e-03  7.14e-03    8.9e-07
 308500    7.11e-03  6.41e-03    1.38e-04  1.53e-04    6.54e-03  5.89e-03    8.9e-07
 308600    7.11e-03  6.88e-03    1.53e-04  1.37e-04    6.54e-03  6.33e-03    8.9e-07
 308700    7.12e-03  7.78e-03    1.43e-04  8.48e-05    6.55e-03  7.17e-03    8.9e-07
 308800    7.13e-03  6.55e-03    1.39e-04  6.90e-04    6.56e-03  5.76e-03    8.9e-07
 308900    7.11e-03  7.22e-03    1.43e-04  1.83e-04    6.54e-03  6.63e-03    8.9e-07
 309000    7.12e-03  6.93e-03    1.45e-04  1.17e-04    6.55e-03  6.38e-03    8.9e-07
 309100    7.11e-03  6.49e-03    1.41e-04  1.56e-04    6.54e-03  5.96e-03    8.9e-07
 309200    7.12e-03  7.24e-03    1.49e-04  1.33e-04    6.55e-03  6.67e-03    8.9e-07
 309300    7.11e-03  6.07e-03    1.44e-04  1.76e-04    6.54e-03  5.57e-03    8.9e-07
 309400    7.10e-03  6.39e-03    1.49e-04  1.38e-04    6.53e-03  5.88e-03    8.9e-07
 309500    7.10e-03  6.85e-03    1.40e-04  1.11e-04    6.53e-03  6.30e-03    8.9e-07
 309600    7.12e-03  6.83e-03    1.39e-04  4.94e-05    6.55e-03  6.29e-03    8.9e-07
 309700    7.12e-03  6.56e-03    1.45e-04  7.85e-05    6.55e-03  6.04e-03    8.9e-07
 309800    7.12e-03  6.99e-03    1.40e-04  1.65e-04    6.55e-03  6.43e-03    8.9e-07
 309900    7.11e-03  7.50e-03    1.41e-04  1.53e-04    6.54e-03  6.90e-03    8.9e-07
 310000    7.11e-03  7.46e-03    1.47e-04  2.27e-04    6.54e-03  6.85e-03    8.9e-07
 310100    7.10e-03  6.52e-03    1.39e-04  1.07e-04    6.53e-03  6.00e-03    8.9e-07
 310200    7.11e-03  7.05e-03    1.42e-04  1.55e-04    6.54e-03  6.49e-03    8.9e-07
 310300    7.12e-03  7.29e-03    1.47e-04  2.01e-04    6.55e-03  6.70e-03    8.9e-07
 310400    7.11e-03  7.08e-03    1.39e-04  1.60e-04    6.54e-03  6.51e-03    8.9e-07
 310500    7.13e-03  7.28e-03    1.41e-04  1.34e-04    6.56e-03  6.70e-03    8.9e-07
 310600    7.12e-03  7.34e-03    1.42e-04  1.73e-04    6.55e-03  6.75e-03    8.9e-07
 310700    7.11e-03  6.24e-03    1.43e-04  8.16e-05    6.54e-03  5.74e-03    8.9e-07
 310800    7.11e-03  6.12e-03    1.47e-04  9.41e-05    6.54e-03  5.63e-03    8.9e-07
 310900    7.11e-03  7.19e-03    1.42e-04  1.17e-04    6.54e-03  6.62e-03    8.9e-07
 311000    7.11e-03  7.07e-03    1.39e-04  9.36e-05    6.55e-03  6.51e-03    8.9e-07
 311100    7.12e-03  7.14e-03    1.48e-04  9.97e-05    6.55e-03  6.58e-03    8.9e-07
 311200    7.12e-03  6.62e-03    1.40e-04  1.43e-04    6.55e-03  6.09e-03    8.9e-07
 311300    7.12e-03  6.92e-03    1.44e-04  1.32e-04    6.55e-03  6.36e-03    8.9e-07
 311400    7.11e-03  6.11e-03    1.40e-04  1.39e-04    6.54e-03  5.62e-03    8.9e-07
 311500    7.10e-03  6.77e-03    1.44e-04  1.49e-04    6.53e-03  6.23e-03    8.9e-07
 311600    7.12e-03  7.04e-03    1.39e-04  1.52e-04    6.55e-03  6.48e-03    8.9e-07
 311700    7.11e-03  6.68e-03    1.41e-04  1.57e-04    6.54e-03  6.14e-03    8.9e-07
 311800    7.12e-03  6.57e-03    1.46e-04  1.23e-04    6.55e-03  6.04e-03    8.9e-07
 311900    7.10e-03  6.98e-03    1.42e-04  1.13e-04    6.53e-03  6.43e-03    8.9e-07
 312000    7.11e-03  6.80e-03    1.40e-04  1.46e-04    6.54e-03  6.25e-03    8.9e-07
 312100    7.11e-03  7.00e-03    1.36e-04  1.48e-04    6.54e-03  6.44e-03    8.9e-07
 312200    7.12e-03  7.49e-03    1.36e-04  1.38e-04    6.55e-03  6.89e-03    8.9e-07
 312300    7.11e-03  6.50e-03    1.45e-04  1.51e-04    6.54e-03  5.98e-03    8.9e-07
 312400    7.11e-03  7.27e-03    1.42e-04  2.00e-04    6.54e-03  6.68e-03    8.9e-07
 312500    7.14e-03  6.87e-03    1.40e-04  1.56e-04    6.57e-03  6.31e-03    8.9e-07
 312600    7.11e-03  6.22e-03    1.38e-04  1.27e-04    6.54e-03  5.72e-03    8.9e-07
 312700    7.11e-03  6.28e-03    1.45e-04  1.10e-04    6.54e-03  5.78e-03    8.9e-07
 312800    7.11e-03  7.65e-03    1.37e-04  2.08e-04    6.54e-03  7.03e-03    8.9e-07
 312900    7.12e-03  6.55e-03    1.43e-04  1.53e-04    6.55e-03  6.02e-03    8.9e-07
 313000    7.11e-03  6.43e-03    1.47e-04  1.32e-04    6.54e-03  5.91e-03    8.9e-07
 313100    7.12e-03  7.42e-03    1.45e-04  1.39e-04    6.55e-03  6.83e-03    8.9e-07
 313200    7.12e-03  7.19e-03    1.41e-04  8.85e-05    6.55e-03  6.62e-03    8.9e-07
 313300    7.11e-03  7.08e-03    1.40e-04  1.36e-04    6.54e-03  6.51e-03    8.9e-07
 313400    7.11e-03  6.62e-03    1.38e-04  1.17e-04    6.54e-03  6.09e-03    8.9e-07
 313500    7.13e-03  7.17e-03    1.41e-04  1.56e-04    6.56e-03  6.59e-03    8.9e-07
 313600    7.11e-03  7.53e-03    1.40e-04  1.78e-04    6.54e-03  6.92e-03    8.9e-07
 313700    7.11e-03  6.40e-03    1.43e-04  1.03e-04    6.54e-03  5.89e-03    8.9e-07
 313800    7.10e-03  6.73e-03    1.47e-04  1.40e-04    6.54e-03  6.19e-03    8.9e-07
 313900    7.12e-03  5.47e-03    1.39e-04  1.50e-04    6.55e-03  5.02e-03    8.9e-07
 314000    7.12e-03  6.43e-03    1.37e-04  1.36e-04    6.55e-03  5.91e-03    8.9e-07
 314100    7.12e-03  6.58e-03    1.42e-04  1.16e-04    6.55e-03  6.06e-03    8.9e-07
 314200    7.10e-03  7.50e-03    1.46e-04  1.74e-04    6.53e-03  6.90e-03    8.9e-07
 314300    7.12e-03  6.32e-03    1.44e-04  9.76e-05    6.55e-03  5.82e-03    8.9e-07
 314400    7.13e-03  6.59e-03    1.49e-04  1.49e-04    6.56e-03  6.06e-03    8.9e-07
 314500    7.09e-03  7.71e-03    1.40e-04  2.27e-04    6.53e-03  7.08e-03    8.9e-07
 314600    7.11e-03  6.38e-03    1.45e-04  9.49e-05    6.54e-03  5.88e-03    8.9e-07
 314700    7.12e-03  6.30e-03    1.43e-04  1.71e-04    6.55e-03  5.79e-03    8.9e-07
 314800    7.11e-03  6.77e-03    1.52e-04  1.21e-04    6.54e-03  6.23e-03    8.9e-07
 314900    7.13e-03  7.06e-03    1.49e-04  1.43e-04    6.55e-03  6.49e-03    8.9e-07
 315000    7.11e-03  6.68e-03    1.37e-04  1.64e-04    6.55e-03  6.14e-03    8.9e-07
 315100    7.11e-03  6.68e-03    1.42e-04  1.44e-04    6.54e-03  6.14e-03    8.9e-07
 315200    7.13e-03  6.58e-03    1.45e-04  1.35e-04    6.56e-03  6.06e-03    8.9e-07
 315300    7.11e-03  6.89e-03    1.38e-04  1.22e-04    6.54e-03  6.34e-03    8.9e-07
 315400    7.12e-03  6.93e-03    1.45e-04  1.56e-04    6.55e-03  6.37e-03    8.9e-07
 315500    7.11e-03  7.52e-03    1.40e-04  1.43e-04    6.54e-03  6.92e-03    8.9e-07
 315600    7.11e-03  6.30e-03    1.37e-04  1.28e-04    6.54e-03  5.80e-03    8.9e-07
 315700    7.11e-03  7.38e-03    1.45e-04  6.72e-04    6.54e-03  6.57e-03    8.9e-07
 315800    7.12e-03  6.98e-03    1.37e-04  1.03e-04    6.55e-03  6.43e-03    8.9e-07
 315900    7.12e-03  6.43e-03    1.41e-04  1.07e-04    6.55e-03  5.91e-03    8.9e-07
 316000    7.11e-03  6.31e-03    1.35e-04  1.19e-04    6.54e-03  5.81e-03    8.9e-07
 316100    7.12e-03  7.37e-03    1.35e-04  1.65e-04    6.55e-03  6.78e-03    8.9e-07
 316200    7.12e-03  7.29e-03    1.39e-04  1.40e-04    6.55e-03  6.71e-03    8.9e-07
 316300    7.11e-03  6.96e-03    1.44e-04  1.08e-04    6.54e-03  6.41e-03    8.9e-07
 316400    7.12e-03  7.23e-03    1.47e-04  7.69e-05    6.55e-03  6.66e-03    8.9e-07
 316500    7.11e-03  6.33e-03    1.46e-04  1.54e-04    6.54e-03  5.82e-03    8.9e-07
 316600    7.11e-03  5.91e-03    1.43e-04  1.04e-04    6.54e-03  5.44e-03    8.9e-07
 316700    7.11e-03  7.36e-03    1.48e-04  1.24e-04    6.54e-03  6.78e-03    8.9e-07
 316800    7.11e-03  7.28e-03    1.39e-04  1.74e-04    6.55e-03  6.69e-03    8.9e-07
 316900    7.12e-03  7.08e-03    1.42e-04  1.06e-04    6.55e-03  6.51e-03    8.9e-07
 317000    7.11e-03  7.53e-03    1.34e-04  6.79e-04    6.54e-03  6.71e-03    8.9e-07
 317100    7.12e-03  6.66e-03    1.44e-04  8.61e-05    6.55e-03  6.13e-03    8.9e-07
 317200    7.12e-03  7.23e-03    1.37e-04  1.43e-04    6.55e-03  6.65e-03    8.9e-07
 317300    7.12e-03  6.69e-03    1.40e-04  1.05e-04    6.55e-03  6.16e-03    8.9e-07
 317400    7.11e-03  7.06e-03    1.47e-04  1.30e-04    6.54e-03  6.49e-03    8.9e-07
 317500    7.12e-03  7.21e-03    1.40e-04  1.30e-04    6.55e-03  6.64e-03    8.9e-07
 317600    7.13e-03  7.65e-03    1.44e-04  2.16e-04    6.56e-03  7.02e-03    8.9e-07
 317700    7.10e-03  7.69e-03    1.42e-04  1.04e-04    6.53e-03  7.08e-03    8.9e-07
 317800    7.11e-03  6.71e-03    1.43e-04  1.29e-04    6.54e-03  6.18e-03    8.9e-07
 317900    7.13e-03  6.42e-03    1.42e-04  1.23e-04    6.56e-03  5.91e-03    8.9e-07
 318000    7.11e-03  7.20e-03    1.42e-04  1.04e-04    6.54e-03  6.63e-03    8.9e-07
 318100    7.11e-03  6.61e-03    1.35e-04  1.50e-04    6.54e-03  6.08e-03    8.9e-07
 318200    7.11e-03  6.20e-03    1.42e-04  1.09e-04    6.54e-03  5.71e-03    8.9e-07
 318300    7.11e-03  6.86e-03    1.39e-04  6.75e-04    6.54e-03  6.07e-03    8.9e-07
 318400    7.11e-03  6.75e-03    1.48e-04  1.15e-04    6.54e-03  6.21e-03    8.9e-07
 318500    7.12e-03  7.31e-03    1.47e-04  1.05e-04    6.55e-03  6.73e-03    8.9e-07
 318600    7.11e-03  6.69e-03    1.48e-04  1.41e-04    6.54e-03  6.15e-03    8.9e-07
 318700    7.12e-03  6.92e-03    1.43e-04  1.42e-04    6.55e-03  6.36e-03    8.9e-07
 318800    7.11e-03  6.64e-03    1.46e-04  1.55e-04    6.54e-03  6.10e-03    8.9e-07
 318900    7.12e-03  7.21e-03    1.43e-04  7.76e-05    6.55e-03  6.65e-03    8.9e-07
 319000    7.12e-03  5.78e-03    1.39e-04  1.32e-04    6.55e-03  5.32e-03    8.9e-07
 319100    7.12e-03  6.94e-03    1.40e-04  9.86e-05    6.55e-03  6.39e-03    8.9e-07
 319200    7.10e-03  6.58e-03    1.37e-04  1.94e-04    6.54e-03  6.04e-03    8.9e-07
 319300    7.12e-03  7.06e-03    1.45e-04  1.40e-04    6.55e-03  6.50e-03    8.9e-07
 319400    7.12e-03  6.58e-03    1.39e-04  1.47e-04    6.55e-03  6.05e-03    8.9e-07
 319500    7.11e-03  6.90e-03    1.46e-04  1.27e-04    6.54e-03  6.35e-03    8.9e-07
 319600    7.11e-03  6.84e-03    1.53e-04  1.13e-04    6.54e-03  6.29e-03    8.9e-07
 319700    7.11e-03  5.78e-03    1.41e-04  1.08e-04    6.54e-03  5.32e-03    8.9e-07
 319800    7.12e-03  8.19e-03    1.38e-04  1.38e-04    6.55e-03  7.54e-03    8.9e-07
 319900    7.12e-03  6.58e-03    1.45e-04  1.83e-04    6.55e-03  6.04e-03    8.9e-07
 320000    6.89e-03  6.76e-03    1.47e-04  1.40e-04    6.56e-03  6.44e-03    5.0e-07
 320100    6.88e-03  6.56e-03    1.41e-04  1.42e-04    6.55e-03  6.24e-03    5.0e-07
 320200    6.87e-03  6.44e-03    1.37e-04  1.48e-04    6.54e-03  6.12e-03    5.0e-07
 320300    6.88e-03  6.68e-03    1.40e-04  6.85e-04    6.55e-03  6.09e-03    5.0e-07
 320400    6.87e-03  6.26e-03    1.46e-04  1.05e-04    6.54e-03  5.96e-03    5.0e-07
 320500    6.87e-03  6.16e-03    1.44e-04  1.08e-04    6.54e-03  5.87e-03    5.0e-07
 320600    6.88e-03  7.18e-03    1.40e-04  1.07e-04    6.55e-03  6.84e-03    5.0e-07
 320700    6.88e-03  6.61e-03    1.42e-04  1.48e-04    6.55e-03  6.29e-03    5.0e-07
 320800    6.87e-03  6.63e-03    1.39e-04  1.13e-04    6.54e-03  6.31e-03    5.0e-07
 320900    6.88e-03  6.68e-03    1.41e-04  1.41e-04    6.55e-03  6.36e-03    5.0e-07
 321000    6.87e-03  5.83e-03    1.40e-04  1.21e-04    6.54e-03  5.55e-03    5.0e-07
 321100    6.88e-03  6.13e-03    1.46e-04  1.00e-04    6.54e-03  5.84e-03    5.0e-07
 321200    6.88e-03  7.13e-03    1.39e-04  1.09e-04    6.54e-03  6.79e-03    5.0e-07
 321300    6.88e-03  7.15e-03    1.46e-04  1.17e-04    6.55e-03  6.81e-03    5.0e-07
 321400    6.88e-03  6.42e-03    1.42e-04  1.08e-04    6.54e-03  6.12e-03    5.0e-07
 321500    6.87e-03  6.35e-03    1.41e-04  1.60e-04    6.54e-03  6.04e-03    5.0e-07
 321600    6.88e-03  6.32e-03    1.39e-04  1.48e-04    6.54e-03  6.01e-03    5.0e-07
 321700    6.88e-03  7.01e-03    1.43e-04  1.59e-04    6.55e-03  6.67e-03    5.0e-07
 321800    6.88e-03  7.38e-03    1.40e-04  1.35e-04    6.54e-03  7.03e-03    5.0e-07
 321900    6.87e-03  7.36e-03    1.41e-04  1.43e-04    6.54e-03  7.01e-03    5.0e-07
 322000    6.87e-03  6.29e-03    1.40e-04  1.88e-04    6.54e-03  5.98e-03    5.0e-07
 322100    6.87e-03  6.47e-03    1.43e-04  1.11e-04    6.54e-03  6.16e-03    5.0e-07
 322200    6.88e-03  6.95e-03    1.42e-04  6.84e-05    6.55e-03  6.63e-03    5.0e-07
 322300    6.87e-03  6.52e-03    1.43e-04  1.63e-04    6.54e-03  6.20e-03    5.0e-07
 322400    6.87e-03  7.70e-03    1.38e-04  1.17e-04    6.54e-03  7.33e-03    5.0e-07
 322500    6.88e-03  6.58e-03    1.42e-04  1.40e-04    6.55e-03  6.26e-03    5.0e-07
 322600    6.88e-03  6.38e-03    1.43e-04  9.54e-05    6.54e-03  6.08e-03    5.0e-07
 322700    6.87e-03  6.27e-03    1.43e-04  1.26e-04    6.54e-03  5.97e-03    5.0e-07
 322800    6.87e-03  6.51e-03    1.43e-04  1.26e-04    6.54e-03  6.20e-03    5.0e-07
 322900    6.88e-03  5.49e-03    1.40e-04  1.64e-04    6.55e-03  5.21e-03    5.0e-07
 323000    6.88e-03  6.64e-03    1.41e-04  1.51e-04    6.55e-03  6.32e-03    5.0e-07
 323100    6.87e-03  6.78e-03    1.43e-04  1.75e-04    6.54e-03  6.44e-03    5.0e-07
 323200    6.88e-03  6.95e-03    1.40e-04  9.48e-05    6.55e-03  6.62e-03    5.0e-07
 323300    6.87e-03  6.45e-03    1.40e-04  9.31e-05    6.54e-03  6.15e-03    5.0e-07
 323400    6.87e-03  7.15e-03    1.43e-04  1.51e-04    6.54e-03  6.81e-03    5.0e-07
 323500    6.88e-03  6.18e-03    1.42e-04  1.21e-04    6.55e-03  5.88e-03    5.0e-07
 323600    6.87e-03  7.02e-03    1.43e-04  9.17e-05    6.54e-03  6.69e-03    5.0e-07
 323700    6.86e-03  5.51e-03    1.40e-04  1.33e-04    6.53e-03  5.24e-03    5.0e-07
 323800    6.87e-03  5.94e-03    1.38e-04  1.21e-04    6.54e-03  5.66e-03    5.0e-07
 323900    6.88e-03  6.65e-03    1.45e-04  1.40e-04    6.54e-03  6.33e-03    5.0e-07
 324000    6.87e-03  6.88e-03    1.46e-04  1.03e-04    6.54e-03  6.55e-03    5.0e-07
 324100    6.88e-03  6.41e-03    1.44e-04  1.40e-04    6.55e-03  6.10e-03    5.0e-07
 324200    6.88e-03  6.60e-03    1.38e-04  1.08e-04    6.55e-03  6.29e-03    5.0e-07
 324300    6.88e-03  5.56e-03    1.43e-04  1.25e-04    6.55e-03  5.29e-03    5.0e-07
 324400    6.87e-03  6.82e-03    1.46e-04  1.10e-04    6.54e-03  6.50e-03    5.0e-07
 324500    6.87e-03  6.66e-03    1.40e-04  1.43e-04    6.54e-03  6.34e-03    5.0e-07
 324600    6.87e-03  6.92e-03    1.42e-04  7.87e-05    6.54e-03  6.60e-03    5.0e-07
 324700    6.87e-03  7.26e-03    1.39e-04  1.03e-04    6.54e-03  6.92e-03    5.0e-07
 324800    6.87e-03  6.94e-03    1.42e-04  1.21e-04    6.54e-03  6.61e-03    5.0e-07
 324900    6.88e-03  6.21e-03    1.40e-04  1.44e-04    6.55e-03  5.91e-03    5.0e-07
 325000    6.88e-03  6.82e-03    1.39e-04  1.37e-04    6.55e-03  6.49e-03    5.0e-07
 325100    6.87e-03  7.26e-03    1.44e-04  8.64e-05    6.54e-03  6.92e-03    5.0e-07
 325200    6.87e-03  6.78e-03    1.46e-04  1.26e-04    6.54e-03  6.46e-03    5.0e-07
 325300    6.88e-03  6.36e-03    1.48e-04  1.38e-04    6.54e-03  6.06e-03    5.0e-07
 325400    6.88e-03  5.95e-03    1.40e-04  1.25e-04    6.55e-03  5.67e-03    5.0e-07
 325500    6.88e-03  5.77e-03    1.39e-04  1.37e-04    6.55e-03  5.49e-03    5.0e-07
 325600    6.88e-03  6.86e-03    1.39e-04  1.75e-04    6.55e-03  6.52e-03    5.0e-07
 325700    6.86e-03  6.60e-03    1.42e-04  1.38e-04    6.53e-03  6.28e-03    5.0e-07
 325800    6.87e-03  6.77e-03    1.46e-04  1.47e-04    6.54e-03  6.44e-03    5.0e-07
 325900    6.88e-03  6.93e-03    1.39e-04  1.53e-04    6.55e-03  6.59e-03    5.0e-07
 326000    6.87e-03  7.09e-03    1.43e-04  1.35e-04    6.54e-03  6.75e-03    5.0e-07
 326100    6.88e-03  6.24e-03    1.43e-04  1.18e-04    6.55e-03  5.94e-03    5.0e-07
 326200    6.87e-03  6.75e-03    1.42e-04  1.15e-04    6.54e-03  6.43e-03    5.0e-07
 326300    6.88e-03  6.53e-03    1.37e-04  1.74e-04    6.55e-03  6.21e-03    5.0e-07
 326400    6.87e-03  6.12e-03    1.41e-04  1.11e-04    6.54e-03  5.83e-03    5.0e-07
 326500    6.87e-03  6.51e-03    1.38e-04  1.40e-04    6.54e-03  6.19e-03    5.0e-07
 326600    6.87e-03  6.58e-03    1.45e-04  1.53e-04    6.54e-03  6.26e-03    5.0e-07
 326700    6.88e-03  6.38e-03    1.42e-04  1.55e-04    6.55e-03  6.07e-03    5.0e-07
 326800    6.88e-03  5.75e-03    1.42e-04  1.14e-04    6.55e-03  5.47e-03    5.0e-07
 326900    6.88e-03  6.63e-03    1.41e-04  8.88e-05    6.55e-03  6.32e-03    5.0e-07
 327000    6.87e-03  6.52e-03    1.50e-04  1.59e-04    6.54e-03  6.20e-03    5.0e-07
 327100    6.88e-03  6.96e-03    1.42e-04  1.17e-04    6.55e-03  6.63e-03    5.0e-07
 327200    6.87e-03  5.76e-03    1.41e-04  1.31e-04    6.54e-03  5.48e-03    5.0e-07
 327300    6.88e-03  6.81e-03    1.42e-04  1.29e-04    6.55e-03  6.48e-03    5.0e-07
 327400    6.88e-03  7.01e-03    1.42e-04  1.36e-04    6.55e-03  6.67e-03    5.0e-07
 327500    6.86e-03  6.51e-03    1.41e-04  1.51e-04    6.53e-03  6.19e-03    5.0e-07
 327600    6.88e-03  6.24e-03    1.41e-04  1.32e-04    6.55e-03  5.94e-03    5.0e-07
 327700    6.87e-03  6.60e-03    1.42e-04  1.32e-04    6.54e-03  6.28e-03    5.0e-07
 327800    6.88e-03  5.69e-03    1.43e-04  1.30e-04    6.54e-03  5.41e-03    5.0e-07
 327900    6.88e-03  6.43e-03    1.43e-04  1.78e-04    6.55e-03  6.11e-03    5.0e-07
 328000    6.87e-03  7.06e-03    1.45e-04  1.84e-04    6.54e-03  6.72e-03    5.0e-07
 328100    6.87e-03  6.24e-03    1.43e-04  1.25e-04    6.54e-03  5.94e-03    5.0e-07
 328200    6.87e-03  7.38e-03    1.43e-04  1.97e-04    6.54e-03  7.02e-03    5.0e-07
 328300    6.87e-03  6.40e-03    1.43e-04  1.24e-04    6.54e-03  6.10e-03    5.0e-07
 328400    6.87e-03  5.92e-03    1.44e-04  1.69e-04    6.54e-03  5.63e-03    5.0e-07
 328500    6.87e-03  6.72e-03    1.43e-04  1.46e-04    6.54e-03  6.40e-03    5.0e-07
 328600    6.87e-03  7.24e-03    1.47e-04  6.73e-04    6.54e-03  6.66e-03    5.0e-07
 328700    6.88e-03  5.96e-03    1.45e-04  1.05e-04    6.55e-03  5.68e-03    5.0e-07
 328800    6.87e-03  6.64e-03    1.43e-04  1.28e-04    6.54e-03  6.32e-03    5.0e-07
 328900    6.87e-03  6.62e-03    1.46e-04  1.08e-04    6.54e-03  6.31e-03    5.0e-07
 329000    6.87e-03  6.43e-03    1.44e-04  1.02e-04    6.54e-03  6.12e-03    5.0e-07
 329100    6.88e-03  5.76e-03    1.40e-04  8.92e-05    6.55e-03  5.49e-03    5.0e-07
 329200    6.88e-03  6.66e-03    1.40e-04  1.16e-04    6.54e-03  6.34e-03    5.0e-07
 329300    6.87e-03  6.93e-03    1.41e-04  1.36e-04    6.54e-03  6.60e-03    5.0e-07
 329400    6.87e-03  6.87e-03    1.47e-04  1.07e-04    6.54e-03  6.55e-03    5.0e-07
 329500    6.87e-03  6.49e-03    1.43e-04  1.08e-04    6.54e-03  6.18e-03    5.0e-07
 329600    6.87e-03  6.90e-03    1.41e-04  1.18e-04    6.54e-03  6.57e-03    5.0e-07
 329700    6.87e-03  6.24e-03    1.46e-04  1.27e-04    6.54e-03  5.94e-03    5.0e-07
 329800    6.87e-03  6.52e-03    1.40e-04  1.22e-04    6.54e-03  6.21e-03    5.0e-07
 329900    6.88e-03  6.07e-03    1.44e-04  1.21e-04    6.55e-03  5.78e-03    5.0e-07
 330000    6.87e-03  6.10e-03    1.41e-04  1.68e-04    6.54e-03  5.80e-03    5.0e-07
 330100    6.86e-03  7.63e-03    1.42e-04  6.78e-04    6.53e-03  7.04e-03    5.0e-07
 330200    6.88e-03  6.68e-03    1.44e-04  1.84e-04    6.55e-03  6.35e-03    5.0e-07
 330300    6.87e-03  6.35e-03    1.41e-04  1.36e-04    6.54e-03  6.04e-03    5.0e-07
 330400    6.88e-03  5.84e-03    1.41e-04  1.04e-04    6.55e-03  5.56e-03    5.0e-07
 330500    6.87e-03  6.07e-03    1.42e-04  1.39e-04    6.54e-03  5.77e-03    5.0e-07
 330600    6.87e-03  6.34e-03    1.44e-04  1.62e-04    6.54e-03  6.03e-03    5.0e-07
 330700    6.88e-03  7.26e-03    1.46e-04  1.03e-04    6.55e-03  6.92e-03    5.0e-07
 330800    6.88e-03  6.57e-03    1.46e-04  1.42e-04    6.55e-03  6.25e-03    5.0e-07
 330900    6.88e-03  8.00e-03    1.41e-04  1.17e-04    6.55e-03  7.62e-03    5.0e-07
 331000    6.87e-03  7.23e-03    1.43e-04  1.19e-04    6.54e-03  6.88e-03    5.0e-07
 331100    6.88e-03  6.19e-03    1.41e-04  1.10e-04    6.55e-03  5.89e-03    5.0e-07
 331200    6.87e-03  6.43e-03    1.39e-04  1.06e-04    6.54e-03  6.12e-03    5.0e-07
 331300    6.87e-03  6.37e-03    1.41e-04  1.46e-04    6.54e-03  6.07e-03    5.0e-07
 331400    6.87e-03  6.33e-03    1.40e-04  1.10e-04    6.54e-03  6.02e-03    5.0e-07
 331500    6.88e-03  6.77e-03    1.44e-04  1.40e-04    6.54e-03  6.45e-03    5.0e-07
 331600    6.87e-03  7.18e-03    1.38e-04  2.16e-04    6.54e-03  6.82e-03    5.0e-07
 331700    6.86e-03  6.85e-03    1.42e-04  1.79e-04    6.53e-03  6.52e-03    5.0e-07
 331800    6.88e-03  7.11e-03    1.41e-04  6.80e-04    6.55e-03  6.52e-03    5.0e-07
 331900    6.87e-03  6.72e-03    1.38e-04  1.74e-04    6.54e-03  6.39e-03    5.0e-07
 332000    6.87e-03  6.73e-03    1.44e-04  1.08e-04    6.54e-03  6.41e-03    5.0e-07
 332100    6.88e-03  6.79e-03    1.40e-04  1.79e-04    6.55e-03  6.45e-03    5.0e-07
 332200    6.87e-03  5.81e-03    1.42e-04  1.08e-04    6.54e-03  5.53e-03    5.0e-07
 332300    6.87e-03  7.60e-03    1.43e-04  1.49e-04    6.54e-03  7.23e-03    5.0e-07
 332400    6.88e-03  6.56e-03    1.42e-04  1.73e-04    6.55e-03  6.24e-03    5.0e-07
 332500    6.86e-03  6.23e-03    1.44e-04  1.20e-04    6.53e-03  5.93e-03    5.0e-07
 332600    6.87e-03  6.28e-03    1.42e-04  1.30e-04    6.54e-03  5.98e-03    5.0e-07
 332700    6.87e-03  6.80e-03    1.42e-04  1.18e-04    6.54e-03  6.48e-03    5.0e-07
 332800    6.87e-03  6.90e-03    1.39e-04  1.16e-04    6.54e-03  6.57e-03    5.0e-07
 332900    6.88e-03  6.63e-03    1.41e-04  8.45e-05    6.55e-03  6.32e-03    5.0e-07
