# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
  25700    1.45e+00  1.35e+00    7.71e-03  1.09e-02    6.13e-02  5.67e-02    2.8e-03
  25800    1.15e+00  9.52e-01    6.69e-03  9.28e-03    4.83e-02  4.01e-02    2.8e-03
  25900    1.71e+00  1.74e+00    5.32e-03  7.49e-03    7.19e-02  7.32e-02    2.8e-03
  26000    1.69e+00  1.65e+00    1.70e-02  1.51e-02    7.13e-02  6.94e-02    2.8e-03
  26100    1.75e+00  1.82e+00    1.58e-02  1.58e-02    7.39e-02  7.67e-02    2.8e-03
  26200    7.90e-01  7.59e-01    9.70e-03  7.49e-03    3.33e-02  3.20e-02    2.8e-03
  26300    6.49e-01  6.94e-01    5.64e-03  6.24e-03    2.74e-02  2.92e-02    2.8e-03
  26400    6.75e-01  7.06e-01    5.07e-03  6.28e-03    2.85e-02  2.97e-02    2.8e-03
  26500    8.02e-01  7.76e-01    5.18e-03  5.09e-03    3.38e-02  3.27e-02    2.8e-03
  26600    5.88e-01  5.66e-01    5.09e-03  5.16e-03    2.48e-02  2.38e-02    2.8e-03
  26700    9.98e-01  7.12e-01    1.14e-02  1.59e-02    4.20e-02  3.00e-02    2.8e-03
  26800    1.12e+00  9.13e-01    1.03e-02  7.47e-03    4.71e-02  3.85e-02    2.8e-03
  26900    8.23e-01  9.06e-01    6.55e-03  8.74e-03    3.47e-02  3.82e-02    2.8e-03
  27000    1.07e+00  1.06e+00    6.44e-03  4.77e-03    4.51e-02  4.47e-02    2.8e-03
  27100    9.76e-01  8.95e-01    6.25e-03  7.09e-03    4.11e-02  3.77e-02    2.8e-03
  27200    9.77e-01  8.26e-01    4.90e-03  6.61e-03    4.12e-02  3.48e-02    2.8e-03
  27300    1.06e+00  8.73e-01    5.83e-03  9.29e-03    4.45e-02  3.68e-02    2.8e-03
  27400    7.45e-01  7.65e-01    6.87e-03  5.97e-03    3.14e-02  3.22e-02    2.8e-03
  27500    7.69e-01  8.64e-01    5.64e-03  5.99e-03    3.24e-02  3.64e-02    2.8e-03
  27600    6.34e-01  5.86e-01    9.49e-03  7.44e-03    2.67e-02  2.47e-02    2.8e-03
  27700    1.66e+00  1.47e+00    9.47e-03  1.19e-02    7.00e-02  6.18e-02    2.8e-03
  27800    1.37e+00  1.58e+00    5.95e-03  8.17e-03    5.76e-02  6.67e-02    2.8e-03
  27900    6.93e-01  6.67e-01    9.46e-03  8.64e-03    2.92e-02  2.81e-02    2.8e-03
  28000    7.54e-01  6.43e-01    7.13e-03  6.78e-03    3.18e-02  2.71e-02    2.8e-03
  28100    7.99e-01  7.12e-01    1.59e-02  1.15e-02    3.36e-02  3.00e-02    2.8e-03
  28200    7.40e-01  7.57e-01    8.45e-03  9.72e-03    3.12e-02  3.19e-02    2.8e-03
  28300    8.01e-01  7.40e-01    9.02e-03  7.98e-03    3.38e-02  3.12e-02    2.8e-03
  28400    8.48e-01  6.91e-01    6.16e-03  3.71e-03    3.57e-02  2.91e-02    2.8e-03
  28500    1.30e+00  1.22e+00    1.80e-02  1.61e-02    5.48e-02  5.15e-02    2.8e-03
  28600    1.06e+00  9.09e-01    2.01e-02  1.47e-02    4.48e-02  3.83e-02    2.8e-03
  28700    8.72e-01  7.81e-01    6.16e-03  8.65e-03    3.68e-02  3.29e-02    2.8e-03
  28800    6.77e-01  7.65e-01    8.00e-03  8.03e-03    2.85e-02  3.22e-02    2.8e-03
  28900    7.68e-01  6.73e-01    6.13e-03  8.14e-03    3.24e-02  2.83e-02    2.8e-03
  29000    7.00e-01  6.11e-01    8.42e-03  9.53e-03    2.95e-02  2.57e-02    2.8e-03
  29100    5.94e-01  6.56e-01    6.02e-03  8.00e-03    2.50e-02  2.76e-02    2.8e-03
  29200    6.87e-01  6.61e-01    9.82e-03  8.39e-03    2.90e-02  2.78e-02    2.8e-03
  29300    7.53e-01  5.62e-01    8.06e-03  7.13e-03    3.17e-02  2.37e-02    2.8e-03
  29400    9.14e-01  9.05e-01    5.55e-03  5.57e-03    3.85e-02  3.81e-02    2.8e-03
  29500    6.20e-01  5.78e-01    7.19e-03  6.53e-03    2.61e-02  2.44e-02    2.8e-03
  29600    7.12e-01  7.17e-01    6.07e-03  7.64e-03    3.00e-02  3.02e-02    2.8e-03
  29700    1.01e+00  9.13e-01    9.52e-03  8.15e-03    4.26e-02  3.85e-02    2.8e-03
  29800    1.41e+00  1.53e+00    6.33e-03  7.89e-03    5.95e-02  6.43e-02    2.8e-03
  29900    6.43e-01  6.19e-01    4.49e-03  5.49e-03    2.71e-02  2.61e-02    2.8e-03
  30000    6.35e-01  5.14e-01    4.94e-03  6.30e-03    2.68e-02  2.17e-02    2.8e-03
  30100    8.65e-01  6.95e-01    6.75e-03  7.09e-03    3.65e-02  2.93e-02    2.8e-03
  30200    4.65e-01  4.45e-01    6.00e-03  6.96e-03    1.96e-02  1.87e-02    2.8e-03
  30300    1.26e+00  9.72e-01    9.16e-03  1.04e-02    5.31e-02  4.10e-02    2.8e-03
  30400    1.22e+00  1.23e+00    6.60e-03  5.09e-03    5.16e-02  5.17e-02    2.8e-03
  30500    1.17e+00  8.30e-01    1.20e-02  8.62e-03    4.92e-02  3.50e-02    2.8e-03
  30600    7.68e-01  7.88e-01    5.97e-03  5.92e-03    3.24e-02  3.32e-02    2.8e-03
  30700    9.56e-01  6.57e-01    4.84e-03  6.05e-03    4.03e-02  2.77e-02    2.8e-03
  30800    1.33e+00  1.09e+00    1.46e-02  1.17e-02    5.60e-02  4.60e-02    2.8e-03
  30900    1.01e+00  1.07e+00    9.13e-03  1.45e-02    4.24e-02  4.50e-02    2.8e-03
  31000    1.36e+00  1.34e+00    1.49e-02  1.67e-02    5.72e-02  5.65e-02    2.8e-03
  31100    1.33e+00  8.68e-01    2.04e-02  1.67e-02    5.61e-02  3.66e-02    2.8e-03
  31200    8.30e-01  8.03e-01    1.25e-02  1.22e-02    3.50e-02  3.38e-02    2.8e-03
  31300    6.74e-01  5.58e-01    6.57e-03  6.81e-03    2.84e-02  2.35e-02    2.8e-03
  31400    5.29e-01  5.13e-01    6.42e-03  7.03e-03    2.23e-02  2.16e-02    2.8e-03
  31500    7.00e-01  6.25e-01    8.94e-03  7.50e-03    2.95e-02  2.63e-02    2.8e-03
  31600    1.06e+00  1.02e+00    6.31e-03  7.48e-03    4.45e-02  4.28e-02    2.8e-03
  31700    1.21e+00  1.25e+00    7.83e-03  6.94e-03    5.12e-02  5.29e-02    2.8e-03
  31800    7.89e-01  6.46e-01    7.70e-03  5.24e-03    3.33e-02  2.72e-02    2.8e-03
  31900    9.14e-01  7.19e-01    1.26e-02  1.34e-02    3.85e-02  3.03e-02    2.8e-03
  32000    8.53e-01  7.45e-01    8.76e-03  1.10e-02    3.60e-02  3.14e-02    2.8e-03
  32100    9.56e-01  1.05e+00    9.40e-03  9.71e-03    4.03e-02  4.45e-02    2.8e-03
  32200    1.34e+00  1.08e+00    1.54e-02  1.32e-02    5.63e-02  4.55e-02    2.8e-03
  32300    9.82e-01  1.14e+00    9.59e-03  7.72e-03    4.14e-02  4.83e-02    2.8e-03
  32400    5.74e-01  5.63e-01    5.42e-03  6.95e-03    2.42e-02  2.37e-02    2.8e-03
  32500    6.72e-01  6.66e-01    8.60e-03  1.00e-02    2.83e-02  2.81e-02    2.8e-03
  32600    6.63e-01  6.04e-01    7.42e-03  8.32e-03    2.80e-02  2.55e-02    2.8e-03
  32700    6.53e-01  5.69e-01    7.37e-03  7.04e-03    2.75e-02  2.40e-02    2.8e-03
  32800    1.08e+00  1.02e+00    8.20e-03  1.04e-02    4.57e-02  4.29e-02    2.8e-03
  32900    7.61e-01  7.11e-01    6.27e-03  6.98e-03    3.21e-02  3.00e-02    2.8e-03
  33000    5.27e-01  6.19e-01    8.13e-03  7.63e-03    2.22e-02  2.61e-02    2.8e-03
  33100    1.31e+00  1.07e+00    8.21e-03  1.36e-02    5.52e-02  4.52e-02    2.8e-03
  33200    6.51e-01  7.16e-01    1.06e-02  7.75e-03    2.74e-02  3.02e-02    2.8e-03
  33300    8.76e-01  8.60e-01    5.69e-03  6.26e-03    3.69e-02  3.63e-02    2.8e-03
  33400    1.44e+00  1.47e+00    6.57e-03  6.78e-03    6.06e-02  6.20e-02    2.8e-03
  33500    1.51e+00  1.44e+00    7.61e-03  9.38e-03    6.35e-02  6.06e-02    2.8e-03
  33600    6.57e-01  6.86e-01    7.58e-03  7.82e-03    2.77e-02  2.89e-02    2.8e-03
  33700    1.20e+00  1.36e+00    8.19e-03  8.94e-03    5.06e-02  5.73e-02    2.8e-03
  33800    6.97e-01  6.54e-01    6.43e-03  9.60e-03    2.94e-02  2.75e-02    2.8e-03
  33900    5.13e-01  4.72e-01    5.60e-03  5.48e-03    2.16e-02  1.99e-02    2.8e-03
  34000    7.05e-01  5.87e-01    8.54e-03  8.26e-03    2.97e-02  2.47e-02    2.8e-03
  34100    5.88e-01  4.93e-01    5.32e-03  7.66e-03    2.48e-02  2.08e-02    2.8e-03
  34200    1.01e+00  9.68e-01    9.10e-03  1.46e-02    4.26e-02  4.08e-02    2.8e-03
  34300    1.18e+00  1.17e+00    6.46e-03  8.91e-03    4.99e-02  4.95e-02    2.8e-03
  34400    1.03e+00  9.43e-01    1.05e-02  8.78e-03    4.33e-02  3.97e-02    2.8e-03
  34500    1.33e+00  1.22e+00    4.82e-03  6.70e-03    5.60e-02  5.16e-02    2.8e-03
  34600    8.35e-01  7.56e-01    6.14e-03  1.06e-02    3.52e-02  3.18e-02    2.8e-03
  34700    1.05e+00  9.03e-01    4.59e-03  6.36e-03    4.42e-02  3.81e-02    2.8e-03
  34800    6.99e-01  5.73e-01    8.92e-03  5.69e-03    2.95e-02  2.41e-02    2.8e-03
  34900    6.59e-01  5.91e-01    5.93e-03  4.78e-03    2.78e-02  2.49e-02    2.8e-03
  35000    8.46e-01  6.64e-01    6.86e-03  6.14e-03    3.56e-02  2.80e-02    2.8e-03
  35100    7.73e-01  7.11e-01    7.22e-03  8.21e-03    3.26e-02  3.00e-02    2.8e-03
  35200    6.49e-01  6.06e-01    7.15e-03  7.75e-03    2.73e-02  2.55e-02    2.8e-03
  35300    5.64e-01  4.82e-01    6.92e-03  7.60e-03    2.38e-02  2.03e-02    2.8e-03
  35400    7.51e-01  8.29e-01    1.04e-02  6.15e-03    3.16e-02  3.50e-02    2.8e-03
  35500    1.72e+00  1.44e+00    1.35e-02  9.37e-03    7.24e-02  6.05e-02    2.8e-03
  35600    1.39e+00  1.09e+00    4.97e-03  5.57e-03    5.88e-02  4.61e-02    2.8e-03
  35700    1.11e+00  9.84e-01    2.26e-02  2.19e-02    4.69e-02  4.14e-02    2.8e-03
  35800    7.61e-01  9.38e-01    7.85e-03  6.38e-03    3.21e-02  3.95e-02    2.8e-03
  35900    5.69e-01  4.89e-01    6.11e-03  7.96e-03    2.40e-02  2.06e-02    2.8e-03
  36000    5.77e-01  5.95e-01    6.25e-03  8.47e-03    2.43e-02  2.51e-02    2.8e-03
  36100    5.46e-01  6.24e-01    7.93e-03  7.85e-03    2.30e-02  2.63e-02    2.8e-03
  36200    6.81e-01  5.18e-01    7.71e-03  5.51e-03    2.87e-02  2.18e-02    2.8e-03
  36300    8.63e-01  7.25e-01    6.14e-03  6.62e-03    3.64e-02  3.06e-02    2.8e-03
  36400    6.80e-01  6.75e-01    7.86e-03  9.62e-03    2.86e-02  2.84e-02    2.8e-03
  36500    6.80e-01  5.78e-01    8.02e-03  7.05e-03    2.86e-02  2.44e-02    2.8e-03
  36600    1.08e+00  1.08e+00    8.25e-03  8.15e-03    4.53e-02  4.54e-02    2.8e-03
  36700    1.07e+00  9.13e-01    1.02e-02  9.45e-03    4.50e-02  3.85e-02    2.8e-03
  36800    1.36e+00  1.25e+00    9.03e-03  8.81e-03    5.72e-02  5.25e-02    2.8e-03
  36900    6.93e-01  6.39e-01    9.59e-03  9.27e-03    2.92e-02  2.69e-02    2.8e-03
  37000    6.05e-01  4.62e-01    6.26e-03  5.83e-03    2.55e-02  1.95e-02    2.8e-03
  37100    6.84e-01  5.34e-01    7.64e-03  6.78e-03    2.88e-02  2.25e-02    2.8e-03
  37200    1.22e+00  1.04e+00    7.87e-03  7.20e-03    5.15e-02  4.40e-02    2.8e-03
  37300    1.21e+00  1.05e+00    1.02e-02  1.34e-02    5.09e-02  4.43e-02    2.8e-03
  37400    1.28e+00  1.25e+00    9.63e-03  7.41e-03    5.41e-02  5.27e-02    2.8e-03
  37500    1.07e+00  1.07e+00    1.40e-02  1.37e-02    4.51e-02  4.52e-02    2.8e-03
  37600    1.30e+00  1.08e+00    8.62e-03  9.54e-03    5.48e-02  4.56e-02    2.8e-03
  37700    6.15e-01  7.48e-01    6.61e-03  6.82e-03    2.59e-02  3.15e-02    2.8e-03
  37800    8.01e-01  6.48e-01    6.42e-03  6.39e-03    3.37e-02  2.73e-02    2.8e-03
  37900    7.17e-01  6.46e-01    9.29e-03  8.29e-03    3.02e-02  2.72e-02    2.8e-03
  38000    6.67e-01  5.67e-01    6.79e-03  7.42e-03    2.81e-02  2.39e-02    2.8e-03
  38100    7.40e-01  7.36e-01    6.70e-03  8.15e-03    3.12e-02  3.10e-02    2.8e-03
  38200    8.94e-01  9.13e-01    1.04e-02  1.43e-02    3.77e-02  3.85e-02    2.8e-03
  38300    8.32e-01  7.33e-01    6.40e-03  7.78e-03    3.51e-02  3.09e-02    2.8e-03
  38400    1.27e+00  1.20e+00    1.98e-02  1.89e-02    5.36e-02  5.07e-02    2.8e-03
  38500    1.45e+00  1.39e+00    7.39e-03  9.26e-03    6.11e-02  5.87e-02    2.8e-03
  38600    7.80e-01  6.42e-01    1.01e-02  9.62e-03    3.29e-02  2.70e-02    2.8e-03
  38700    7.31e-01  5.94e-01    7.49e-03  8.98e-03    3.08e-02  2.50e-02    2.8e-03
  38800    8.74e-01  7.74e-01    7.65e-03  8.89e-03    3.69e-02  3.26e-02    2.8e-03
  38900    9.38e-01  8.88e-01    6.95e-03  9.56e-03    3.95e-02  3.74e-02    2.8e-03
  39000    8.98e-01  6.80e-01    1.95e-02  1.93e-02    3.78e-02  2.86e-02    2.8e-03
  39100    7.58e-01  6.77e-01    6.43e-03  7.59e-03    3.19e-02  2.86e-02    2.8e-03
  39200    8.20e-01  9.04e-01    6.40e-03  5.90e-03    3.46e-02  3.81e-02    2.8e-03
  39300    4.61e-01  4.45e-01    7.07e-03  8.19e-03    1.94e-02  1.88e-02    2.8e-03
  39400    6.24e-01  6.02e-01    7.75e-03  8.58e-03    2.63e-02  2.54e-02    2.8e-03
  39500    7.00e-01  6.57e-01    9.11e-03  9.55e-03    2.95e-02  2.77e-02    2.8e-03
  39600    1.45e+00  1.13e+00    9.87e-03  9.54e-03    6.13e-02  4.76e-02    2.8e-03
  39700    1.58e+00  1.65e+00    3.34e-02  2.94e-02    6.64e-02  6.93e-02    2.8e-03
  39800    2.22e+00  1.97e+00    2.50e-02  2.89e-02    9.36e-02  8.30e-02    2.8e-03
  39900    1.13e+00  1.17e+00    5.33e-03  5.46e-03    4.76e-02  4.95e-02    2.8e-03
  40000    8.67e-01  7.28e-01    4.47e-03  7.17e-03    4.87e-02  4.09e-02    1.6e-03
  40100    3.37e-01  4.28e-01    5.03e-03  5.96e-03    1.89e-02  2.40e-02    1.6e-03
  40200    3.48e-01  3.18e-01    5.10e-03  6.44e-03    1.95e-02  1.78e-02    1.6e-03
  40300    3.53e-01  3.52e-01    5.83e-03  7.02e-03    1.98e-02  1.97e-02    1.6e-03
  40400    3.35e-01  2.93e-01    6.34e-03  7.72e-03    1.88e-02  1.64e-02    1.6e-03
  40500    3.28e-01  2.72e-01    5.50e-03  6.01e-03    1.84e-02  1.53e-02    1.6e-03
  40600    3.37e-01  3.23e-01    6.45e-03  5.30e-03    1.89e-02  1.82e-02    1.6e-03
  40700    3.35e-01  3.61e-01    5.98e-03  6.07e-03    1.88e-02  2.02e-02    1.6e-03
  40800    3.31e-01  3.40e-01    5.55e-03  3.49e-03    1.86e-02  1.91e-02    1.6e-03
  40900    3.36e-01  2.79e-01    5.81e-03  4.53e-03    1.88e-02  1.57e-02    1.6e-03
  41000    3.22e-01  2.90e-01    5.82e-03  5.77e-03    1.81e-02  1.63e-02    1.6e-03
  41100    3.13e-01  3.10e-01    5.98e-03  6.13e-03    1.75e-02  1.74e-02    1.6e-03
  41200    3.38e-01  2.78e-01    5.56e-03  5.49e-03    1.89e-02  1.56e-02    1.6e-03
  41300    3.24e-01  2.65e-01    5.86e-03  5.70e-03    1.82e-02  1.48e-02    1.6e-03
  41400    3.43e-01  3.11e-01    5.81e-03  5.89e-03    1.93e-02  1.74e-02    1.6e-03
  41500    3.23e-01  3.21e-01    5.92e-03  4.89e-03    1.82e-02  1.80e-02    1.6e-03
  41600    3.46e-01  3.12e-01    5.91e-03  3.57e-03    1.94e-02  1.75e-02    1.6e-03
  41700    3.41e-01  3.10e-01    6.05e-03  5.54e-03    1.91e-02  1.74e-02    1.6e-03
  41800    3.20e-01  3.41e-01    5.01e-03  6.55e-03    1.80e-02  1.92e-02    1.6e-03
  41900    3.13e-01  2.96e-01    5.33e-03  4.50e-03    1.76e-02  1.66e-02    1.6e-03
  42000    3.39e-01  2.99e-01    7.07e-03  4.89e-03    1.90e-02  1.68e-02    1.6e-03
  42100    3.12e-01  3.34e-01    6.71e-03  3.33e-03    1.75e-02  1.88e-02    1.6e-03
  42200    3.55e-01  3.27e-01    7.59e-03  6.17e-03    1.99e-02  1.84e-02    1.6e-03
  42300    3.04e-01  3.23e-01    5.31e-03  6.57e-03    1.71e-02  1.81e-02    1.6e-03
  42400    3.55e-01  3.10e-01    4.95e-03  7.12e-03    1.99e-02  1.74e-02    1.6e-03
  42500    3.56e-01  3.50e-01    5.37e-03  5.69e-03    2.00e-02  1.97e-02    1.6e-03
  42600    3.75e-01  3.21e-01    5.07e-03  6.03e-03    2.11e-02  1.80e-02    1.6e-03
  42700    3.44e-01  3.51e-01    5.16e-03  5.72e-03    1.93e-02  1.97e-02    1.6e-03
  42800    4.13e-01  3.54e-01    5.14e-03  5.30e-03    2.32e-02  1.99e-02    1.6e-03
  42900    5.28e-01  4.41e-01    6.47e-03  4.63e-03    2.96e-02  2.48e-02    1.6e-03
  43000    4.43e-01  3.80e-01    7.18e-03  6.35e-03    2.49e-02  2.13e-02    1.6e-03
  43100    3.22e-01  3.39e-01    5.05e-03  6.60e-03    1.81e-02  1.90e-02    1.6e-03
  43200    4.05e-01  3.91e-01    4.70e-03  4.60e-03    2.27e-02  2.20e-02    1.6e-03
  43300    5.13e-01  3.60e-01    1.04e-02  8.20e-03    2.88e-02  2.02e-02    1.6e-03
  43400    4.45e-01  4.49e-01    5.10e-03  4.49e-03    2.50e-02  2.52e-02    1.6e-03
  43500    3.65e-01  3.66e-01    4.86e-03  5.42e-03    2.05e-02  2.05e-02    1.6e-03
  43600    5.91e-01  5.52e-01    6.55e-03  4.69e-03    3.32e-02  3.10e-02    1.6e-03
  43700    4.08e-01  3.57e-01    5.54e-03  4.08e-03    2.29e-02  2.00e-02    1.6e-03
  43800    4.41e-01  3.78e-01    7.55e-03  5.91e-03    2.48e-02  2.12e-02    1.6e-03
  43900    4.08e-01  3.50e-01    4.66e-03  3.96e-03    2.29e-02  1.97e-02    1.6e-03
  44000    1.06e+00  7.44e-01    9.52e-03  8.19e-03    5.94e-02  4.18e-02    1.6e-03
  44100    5.59e-01  6.13e-01    5.54e-03  5.94e-03    3.14e-02  3.44e-02    1.6e-03
  44200    6.92e-01  5.04e-01    7.02e-03  3.74e-03    3.89e-02  2.83e-02    1.6e-03
  44300    3.68e-01  3.05e-01    4.17e-03  5.12e-03    2.07e-02  1.71e-02    1.6e-03
  44400    4.03e-01  3.48e-01    5.26e-03  6.29e-03    2.26e-02  1.95e-02    1.6e-03
  44500    3.11e-01  3.20e-01    4.85e-03  6.01e-03    1.75e-02  1.79e-02    1.6e-03
  44600    4.03e-01  3.36e-01    5.84e-03  3.22e-03    2.26e-02  1.89e-02    1.6e-03
  44700    3.40e-01  3.19e-01    5.49e-03  4.28e-03    1.91e-02  1.79e-02    1.6e-03
  44800    4.53e-01  3.82e-01    5.03e-03  4.92e-03    2.54e-02  2.14e-02    1.6e-03
  44900    3.71e-01  3.50e-01    5.06e-03  2.79e-03    2.08e-02  1.96e-02    1.6e-03
  45000    3.73e-01  3.54e-01    4.30e-03  3.71e-03    2.09e-02  1.99e-02    1.6e-03
  45100    3.47e-01  3.38e-01    4.13e-03  7.02e-03    1.95e-02  1.90e-02    1.6e-03
  45200    6.19e-01  5.29e-01    4.89e-03  5.22e-03    3.48e-02  2.97e-02    1.6e-03
  45300    7.36e-01  8.12e-01    5.30e-03  6.52e-03    4.14e-02  4.56e-02    1.6e-03
  45400    5.45e-01  4.42e-01    4.56e-03  5.00e-03    3.06e-02  2.48e-02    1.6e-03
  45500    5.39e-01  4.25e-01    7.47e-03  1.01e-02    3.02e-02  2.38e-02    1.6e-03
  45600    3.53e-01  3.29e-01    4.91e-03  4.03e-03    1.98e-02  1.85e-02    1.6e-03
  45700    3.32e-01  2.66e-01    4.90e-03  4.96e-03    1.86e-02  1.49e-02    1.6e-03
  45800    3.13e-01  2.87e-01    4.21e-03  5.04e-03    1.76e-02  1.61e-02    1.6e-03
  45900    3.93e-01  3.79e-01    6.37e-03  6.06e-03    2.20e-02  2.13e-02    1.6e-03
  46000    5.07e-01  4.69e-01    5.32e-03  7.81e-03    2.85e-02  2.63e-02    1.6e-03
  46100    3.85e-01  3.67e-01    5.18e-03  6.20e-03    2.16e-02  2.06e-02    1.6e-03
  46200    3.51e-01  3.70e-01    6.06e-03  5.87e-03    1.97e-02  2.08e-02    1.6e-03
  46300    4.59e-01  4.15e-01    6.82e-03  7.10e-03    2.58e-02  2.33e-02    1.6e-03
  46400    4.45e-01  4.22e-01    4.69e-03  4.71e-03    2.50e-02  2.37e-02    1.6e-03
  46500    7.53e-01  7.14e-01    4.85e-03  5.32e-03    4.23e-02  4.01e-02    1.6e-03
  46600    3.91e-01  3.90e-01    5.80e-03  4.86e-03    2.20e-02  2.19e-02    1.6e-03
  46700    4.53e-01  3.89e-01    4.70e-03  5.18e-03    2.55e-02  2.18e-02    1.6e-03
  46800    3.69e-01  3.44e-01    5.56e-03  5.33e-03    2.07e-02  1.93e-02    1.6e-03
  46900    3.40e-01  3.79e-01    4.64e-03  3.78e-03    1.91e-02  2.13e-02    1.6e-03
  47000    4.99e-01  4.61e-01    6.38e-03  9.93e-03    2.80e-02  2.59e-02    1.6e-03
  47100    6.59e-01  4.88e-01    5.63e-03  5.00e-03    3.70e-02  2.74e-02    1.6e-03
  47200    4.18e-01  4.58e-01    4.05e-03  5.09e-03    2.35e-02  2.57e-02    1.6e-03
  47300    3.55e-01  3.69e-01    5.49e-03  4.37e-03    1.99e-02  2.07e-02    1.6e-03
  47400    5.57e-01  4.98e-01    5.98e-03  5.05e-03    3.13e-02  2.79e-02    1.6e-03
  47500    3.71e-01  3.82e-01    4.93e-03  5.46e-03    2.08e-02  2.14e-02    1.6e-03
  47600    5.65e-01  3.82e-01    7.13e-03  8.39e-03    3.17e-02  2.14e-02    1.6e-03
  47700    2.88e-01  2.75e-01    5.06e-03  5.65e-03    1.61e-02  1.54e-02    1.6e-03
  47800    3.00e-01  2.37e-01    5.49e-03  4.11e-03    1.68e-02  1.33e-02    1.6e-03
  47900    3.55e-01  2.99e-01    4.32e-03  5.04e-03    2.00e-02  1.68e-02    1.6e-03
  48000    3.94e-01  3.85e-01    4.36e-03  4.35e-03    2.21e-02  2.16e-02    1.6e-03
  48100    3.37e-01  3.46e-01    5.55e-03  5.21e-03    1.89e-02  1.94e-02    1.6e-03
  48200    4.04e-01  3.99e-01    5.10e-03  6.27e-03    2.27e-02  2.24e-02    1.6e-03
  48300    4.26e-01  3.95e-01    5.80e-03  6.05e-03    2.39e-02  2.22e-02    1.6e-03
  48400    2.90e-01  3.04e-01    6.29e-03  4.94e-03    1.63e-02  1.71e-02    1.6e-03
  48500    3.85e-01  3.35e-01    5.12e-03  4.27e-03    2.16e-02  1.88e-02    1.6e-03
  48600    3.16e-01  3.00e-01    4.92e-03  4.06e-03    1.77e-02  1.68e-02    1.6e-03
  48700    4.06e-01  4.01e-01    1.02e-02  9.58e-03    2.28e-02  2.25e-02    1.6e-03
  48800    2.96e-01  2.82e-01    4.47e-03  5.67e-03    1.66e-02  1.58e-02    1.6e-03
  48900    6.37e-01  5.56e-01    5.39e-03  4.42e-03    3.58e-02  3.12e-02    1.6e-03
  49000    5.76e-01  4.72e-01    4.83e-03  5.98e-03    3.23e-02  2.65e-02    1.6e-03
  49100    3.49e-01  4.26e-01    4.44e-03  5.59e-03    1.96e-02  2.39e-02    1.6e-03
  49200    5.22e-01  5.47e-01    4.46e-03  5.35e-03    2.93e-02  3.07e-02    1.6e-03
  49300    6.93e-01  5.20e-01    5.21e-03  5.54e-03    3.89e-02  2.92e-02    1.6e-03
  49400    5.90e-01  6.46e-01    5.76e-03  8.09e-03    3.31e-02  3.63e-02    1.6e-03
  49500    3.85e-01  3.91e-01    4.53e-03  5.02e-03    2.16e-02  2.20e-02    1.6e-03
  49600    4.88e-01  4.10e-01    4.60e-03  5.41e-03    2.74e-02  2.30e-02    1.6e-03
  49700    3.62e-01  3.33e-01    4.52e-03  5.69e-03    2.03e-02  1.87e-02    1.6e-03
  49800    3.21e-01  2.87e-01    5.35e-03  5.06e-03    1.80e-02  1.61e-02    1.6e-03
  49900    3.18e-01  2.44e-01    5.22e-03  5.75e-03    1.78e-02  1.37e-02    1.6e-03
  50000    4.05e-01  3.51e-01    5.32e-03  4.73e-03    2.27e-02  1.97e-02    1.6e-03
  50100    3.50e-01  3.11e-01    4.80e-03  4.35e-03    1.97e-02  1.74e-02    1.6e-03
  50200    4.94e-01  5.24e-01    4.48e-03  4.78e-03    2.77e-02  2.94e-02    1.6e-03
  50300    3.68e-01  3.75e-01    6.31e-03  7.16e-03    2.07e-02  2.10e-02    1.6e-03
  50400    4.07e-01  3.27e-01    6.84e-03  7.70e-03    2.28e-02  1.84e-02    1.6e-03
  50500    3.32e-01  3.53e-01    3.91e-03  4.70e-03    1.87e-02  1.98e-02    1.6e-03
  50600    6.08e-01  4.39e-01    3.56e-03  4.73e-03    3.42e-02  2.46e-02    1.6e-03
  50700    4.11e-01  3.51e-01    5.94e-03  6.19e-03    2.31e-02  1.97e-02    1.6e-03
  50800    4.82e-01  3.92e-01    4.47e-03  6.42e-03    2.71e-02  2.20e-02    1.6e-03
  50900    4.02e-01  3.86e-01    4.56e-03  5.52e-03    2.26e-02  2.17e-02    1.6e-03
  51000    6.53e-01  7.02e-01    3.57e-03  4.54e-03    3.67e-02  3.95e-02    1.6e-03
  51100    4.28e-01  4.17e-01    5.97e-03  4.79e-03    2.40e-02  2.34e-02    1.6e-03
  51200    2.78e-01  2.83e-01    4.39e-03  3.59e-03    1.56e-02  1.59e-02    1.6e-03
  51300    3.73e-01  3.98e-01    4.53e-03  5.18e-03    2.09e-02  2.23e-02    1.6e-03
  51400    3.08e-01  3.39e-01    4.35e-03  3.92e-03    1.73e-02  1.91e-02    1.6e-03
  51500    2.91e-01  2.62e-01    7.10e-03  4.87e-03    1.63e-02  1.47e-02    1.6e-03
  51600    3.69e-01  3.61e-01    3.79e-03  4.36e-03    2.07e-02  2.03e-02    1.6e-03
  51700    3.81e-01  3.44e-01    4.82e-03  5.37e-03    2.14e-02  1.93e-02    1.6e-03
  51800    1.03e+00  6.64e-01    2.25e-02  1.76e-02    5.79e-02  3.73e-02    1.6e-03
  51900    3.89e-01  3.34e-01    6.39e-03  8.07e-03    2.19e-02  1.87e-02    1.6e-03
